,Tipo de Propiedad,Zona,Ciudad,Barrio,Calle,Tipo de Barrio,Apto Escritura,Apto Crédito:,Etapa de Construcción,Antigüedad,Cantidad de Plantas,Cantidad de Dormitorios,Cantidad de Baños,Cantidad de Cocheras,Cobertura Cocheras,Superficie Total m2,Superficie Cubierta m2,Valor
3412,Casa,,Río Ceballos,Villa Catalina,1 1,Cerrado,,,,,,2 Dormitorios,,1,Cubierta,475,115,99000
3413,Casa,Norte,Córdoba,Villa Rivera Indarte,los paraisos 7374,Abierto,Si,,,,2 Plantas,4 Dormitorios,3 Baños,,Cubierta,400,260,145000
3414,Casa,,Córdoba,Los Paraisos,Las Junturas 3100,Abierto,Si,,Terminada,,1 Planta,3 Dormitorios,1 Baño,1,Cubierta,268,198,85000
3415,Duplex,Norte,Córdoba,Villa Belgrano,roland ross 2000,Abierto,,,,,2 Plantas,3 Dormitorios,2 Baños,1,Cubierta,200,160,188000
3416,Casa,Norte,Córdoba,El Refugio,Divino Maestro  8000,Abierto,Si,,Terminada,10 años,2 Plantas,4 Dormitorios,3 Baños,1,,624,400,270000
3417,Casa,,Córdoba,Jardín,Javier  Diaz  1770,,Si,,,,,2 Dormitorios,,,,250,220,95000
3418,Casa,,La Calera,,Ricardo Guiraldes y Fray Mamerto Esquiu,Abierto,Si,,Terminada,21 años,2 Plantas,Monoambiente,1 Baño,,,157.50,48,64000
3419,Casa,Oeste,Córdoba,,PADRE LOZANO 1728,Abierto,Si,,,,,2 Dormitorios,,,,,,125000
3420,Casa,Sur,Córdoba,Parque Horizonte,,Abierto,Si,,Terminada,1989 años,2 Plantas,3 Dormitorios,2 Baños,1,Cubierta,169,300  ,130000
3421,Casa,Sur,Córdoba,Parque Horizonte,cannes 4300,Abierto,Si,,Terminada,30 años,2 Plantas,3 Dormitorios,2 Baños,1,,300,160,150000
3422,Casa,,La Calera,,Sn 1,Cerrado,,,,,,,,,,,,185000
3423,Duplex,,Córdoba,Nuevo Poeta Lugones,BUENAVENTURA LUNA 4868,Con Seguridad,,,,,,2 Dormitorios,,,,,,138000
3424,Casa,Norte,Córdoba,Villa Belgrano,,Abierto,Si,,,25 años,,2 Dormitorios,2 Baños,2,Semidescubierta,600,,170000
3425,Casa,Oeste,Córdoba,,CABO VERON 5900,,Si,,Terminada,12 años,,3 Dormitorios,,,,325,73,
3426,Casa,,Villa General Belgrano,,Julio A. Roca 368,Abierto,,,,,,,,,,,,290000
3427,Casa,,Córdoba,Rosedal,,Abierto,Si,,Terminada,28 años,1 Planta,3 Dormitorios,2 Baños,,,275,130,
3428,Casa,Oeste,Córdoba,Villa Rivera Indarte,Canteras de Quilpo y Monte Buey,Abierto,Si,,Terminada,56 años,1 Planta,3 Dormitorios,3 Baños,5,Cubierta,2000,185,125000
3429,Casa,,Villa Allende,Otro,Elpidio Gonzalez 949,Cerrado,Si,,Terminada,5 años,1 Planta,3 Dormitorios,1 Baño,1,Semidescubierta,290,90,140000
3430,Casa,Centro,Córdoba,Observatorio,La Pampa 1200,Abierto,Si,,,Reciclada,,2 Dormitorios,1 Baño,,,90,80,
3431,Casa,,Córdoba,Alta Córdoba,AUGUSTO LOPEZ,Abierto,Si,,,40 años,1 Planta,3 Dormitorios,1 Baño,1,,,,170000
3432,Casa,,Córdoba,,,,Si,,,,,Más de 4 Dormitorios,,,,,,160000
3433,Casa,,Córdoba,Talleres Este,,Abierto,Si,,Terminada,,2 Plantas,2 Dormitorios,2 Baños,1,Semidescubierta,,,40000
3434,Casa,,La Calera,Terrazas de La Estanzuela,Manzana 231,Cerrado,Si,,Terminada,1 año,2 Plantas,3 Dormitorios,3 Baños,2,Descubierta,400,145,195000
3435,Casa,Centro,Córdoba,,Deán funes  956,Abierto,,,Terminada,,1 Planta,1 Dormitorio,1 Baño,,,,,64000
3436,Duplex,Norte,Córdoba,Colinas del Cerro,Jose Cortejarena 4577,Abierto,Si,,Terminada,20 años,2 Plantas,3 Dormitorios,2 Baños,1,,282,133,159000
3437,Casa,Oeste,Córdoba,Matienzo,FORTIN,Abierto,Si,,,,1 Planta,2 Dormitorios,2 Baños,1,Cubierta,250,110,
3438,Casa,,Villa Allende,La Herradura,,,,,,,,4 Dormitorios,,,,1600,450,
3439,Casa,,Córdoba,,,Abierto,,,,,,3 Dormitorios,,,,,,69900
3440,Duplex,,Córdoba,Manantiales,,,,,,,,3 Dormitorios,,,,,,210000
3441,Casa,Oeste,Córdoba,Mariano Balcarce,ECHEVERRIA  2165,Abierto,,,,,,3 Dormitorios,,,,,,
3442,Casa,Norte,Córdoba,Villa Cabrera,LA RAMADA  2183,Abierto,Si,,,,,4 Dormitorios,,,,,,235000
3443,Casa,,Villa Giardino,,Av. Del Cerro,Abierto,Si,,Terminada,11años,2 Plantas,2 Dormitorios,2 Baños,,,1012 m2,95 m2,125000
3444,Duplex,,Córdoba,Chacra del Norte,SPILIMBERGO Y CIRCUNVALACION,Cerrado,,,,,,3 Dormitorios,,,,180,180,200000
3445,Casa,,Villa Carlos Paz,,Las Malvinas 1000,Abierto,Si,,,,1 Planta,2 Dormitorios,1 Baño,,,600,138,130000
3446,Casa,,Villa Giardino,,reartes 225,Abierto,Si,,,,,1 Dormitorio,,,,,,53000
3447,Casa,,Córdoba,Villa Belgrano,,Abierto,Si,,,,2 Plantas,4 Dormitorios,,,,,,249000
3448,Casa,,Mendiolaza,Estancia Q2,,Country,Si,,,,,3 Dormitorios,,,,,,
3449,Casa,,Río Ceballos,Villa Catalina,villa la catalina,,,,,,1 Planta,2 Dormitorios,,1,,300,107,84000
3450,Casa,Norte,Córdoba,Urca,,Abierto,Si,,,,,3 Dormitorios,,,,,,370000
3451,Casa,,Córdoba,Las Delicias,,,,,,,,3 Dormitorios,,,,2030,450,
3452,Casa,Norte,Córdoba,Valle Escondido,Republica China,Country,Si,,Terminada,17 años,2 Plantas,4 Dormitorios,3 Baños,2,Cubierta,695,345,360000
3453,Casa,Norte,Córdoba,Lomas de la Carolina,,Country,,,,,,4 Dormitorios,,,,,,
3454,Casa,,Villa Carlos Paz,,,,Si,,Terminada,,1 Planta,2 Dormitorios,1 Baño,,Semidescubierta,,100,130000
3455,Duplex,Norte,Córdoba,Lomas del Chateau ,Norberto del Signo  5913,Abierto,No,,,,2 Plantas,3 Dormitorios,2 Baños,2,Semidescubierta,180,136,
3456,Casa,Norte,Córdoba,Lomas de la Carolina,,Country,Si,,,,,3 Dormitorios,,,,,,
3457,Casa,,Córdoba,Villa Belgrano,Rina  8700,,,,Terminada,,,3 Dormitorios,,,,,,210000
3458,Casa,Norte,Córdoba,Quebrada de las Rosas,Yavi 5400,Abierto,No,,Terminada,2 años,2 Plantas,4 Dormitorios,4 Baños,2,Cubierta,360,250,250000
3459,Casa,Sur,Córdoba,,Los Mimbres,Country,Si,,Terminada,4 años,1 Planta,4 Dormitorios,,,,,,
3460,Casa,,,,,,,,,4 años,2 Plantas,3 Dormitorios,2 Baños,,,350,130,130000
3461,Casa,,Malagueño,,,,,,En Construcción,,,3 Dormitorios,,,,,,245000
3462,Casa,Norte,Córdoba,Granja de Funes,FRANCISCO DE OLEA 5214,Abierto,Si,,,,,1 Dormitorio,,,,600,420,390000
3463,Casa,,Córdoba,Crisol Sud,TARRAGONA  1500,,Si,,,,,3 Dormitorios,,,,,,130000
3464,Casa,Sur,Córdoba,Miradores de Manantiales,,Cerrado,Si,,,,2 Plantas,3 Dormitorios,3 Baños,2,,250,190,250000
3465,Casa,,Córdoba,Valle Escondido,Republica de China,,,,,,2 Plantas,3 Dormitorios,3 Baños,1,,250,142,
3466,Casa,,La Calera,La Cuesta,,,,,,,,3 Dormitorios,,,,,,335000
3467,Casa,,Unquillo,,Corral De  Barrancas 100,Cerrado,,,,8 años,2 Plantas,3 Dormitorios,3 Baños,2,,13000,215,253000
3468,Casa,Norte,Córdoba,,Mariano Larra 2881,Abierto,Si,,,40 años,1 Planta,3 Dormitorios,2 Baños,2,Cubierta,300,155,130000
3469,Casa,Norte,Córdoba,Villa Rivera Indarte,Agua Sacha 9300,Abierto,Si,,Terminada,10 años,1 Planta,2 Dormitorios,2 Baños,2,Semidescubierta,150,360,110000
3470,Casa,Sur,Córdoba,Miradores de Manantiales,,Cerrado,No,,,,2 Plantas,Monoambiente,3 Baños,2,Cubierta,250,190,
3471,Casa,Oeste,Córdoba,San Rafael,José Echeverría 1195,Abierto,,,,,,,,,,,,120000
3472,Casa,,Córdoba,1 de Mayo,FRANCISCO ZELADA 1674,,,,,67 años,,3 Dormitorios,2 Baños,1,,272,161,
3473,Casa,,La Calera,,Los Alamos 1100,Country,,,,,2 Plantas,4 Dormitorios,4 Baños,2,,838,340,470000
3474,Casa,,Los Molinos,,,Abierto,Si,,Terminada,20 años,1 Planta,2 Dormitorios,1 Baño,,,,,120000
3475,Casa,,Córdoba,El Refugio,Pedro de Ceballos 6654,,,,,,1 Planta,3 Dormitorios,2 Baños,1,,,,
3476,Casa,Este,Córdoba,Talleres Este,Padre Luis Monti  2342,Abierto,Si,,Terminada,50 años,2 Plantas,Monoambiente,Más de 4 Baños,,,546,,240000
3477,Duplex,,Córdoba,,ocaña 1310,Con Seguridad,,,,,2 Plantas,3 Dormitorios,2 Baños,,,250,,190000
3478,Casa,,Córdoba,Otro,Fuerza Aérea 2000,,No,,En Pozo,Nuevo,2 Plantas,3 Dormitorios,2 Baños,2,,600,310,
3479,Casa,Norte,Córdoba,Altos del Chateau,,Cerrado,Si,,Terminada,7 años,2 Plantas,3 Dormitorios,4 Baños,3,Cubierta,1500,500,
3480,Casa,,Córdoba,Los Naranjos,BLAMEY LAFORE  1789,Abierto,,,Terminada,,1 Planta,2 Dormitorios,1 Baño,2,,150,,115000
3481,Casa,,Córdoba,Lomas de la Carolina,,Country,Si,,Terminada,10 AÑOS,2 Plantas,3 Dormitorios,4 Baños,4,Cubierta,1500,DESDE 350 M2,
3482,Casa,Centro,Córdoba,Lomas de la Carolina,,Country,Si,,,15 AÑOS,,4 Dormitorios,,,,,,500000
3483,Casa,Norte,La Calera,El Bosque,,Country,Si,,,,,4 Dormitorios,,,,390,1500,
3484,Casa,,Córdoba,,Peredo 1109,,Si,,,,,3 Dormitorios,,,,,,75000
3485,Casa,Oeste,Córdoba,Lomas de la Carolina,,Country,,,Terminada,16 AÑOS,2 Plantas,4 Dormitorios,,2,Cubierta,1600,400,
3486,Casa,Norte,Córdoba,Lomas de la Carolina,,Country,Si,,Terminada,15 AÑOS,2 Plantas,3 Dormitorios,,5,,1500,600,
3487,Casa,Oeste,Córdoba,Lomas de la Carolina,,Country,Si,,,15 AÑOS,2 Plantas,3 Dormitorios,4 Baños,2,Cubierta,,,
3488,Casa,,Córdoba,Las Margaritas,,,,,Terminada,,1 Planta,2 Dormitorios,1 Baño,,,137,124,115000
3489,Casa,,Córdoba,Alberdi,Dean Funes 2400,,Si,,,,2 Plantas,4 Dormitorios,,2,,212,170,180000
3490,Casa,,Mendiolaza,Estancia Q2,,Country,Si,,Terminada,,1 Planta,Más de 4 Dormitorios,Más de 4 Baños,2,Cubierta,1700,526,
3491,Casa,,Córdoba,Lomas de la Carolina,,Country,Si,,Terminada,18 AÑOS,,3 Dormitorios,,,,,,650000
3492,Casa,,La Calera,La Cuesta,,Cerrado,Si,,Terminada,9 AÑOS,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,1142,380,450000
3493,Casa,,Córdoba,Pque. San Vicente,San Jeronimo 3600,Abierto,Si,,Terminada,,2 Plantas,3 Dormitorios,,2,Cubierta,,,
3494,Duplex,,Córdoba,Arguello,,Abierto,,,Terminada,5 años,2 Plantas,2 Dormitorios,2 Baños,1,,,,
3495,Casa,,Córdoba,Maipu Sección 1,Navarra 1888,,,,,,,Más de 4 Dormitorios,2 Baños,1,,240,210,140000
3496,Casa,Norte,Córdoba,Los Carolinos,Punta del Este esq. San Cayetano,,,,,,2 Plantas,3 Dormitorios,2 Baños,,,330,130,165000
3497,Casa Quinta,,Villa Animi,,,,Si,,,,,Más de 4 Dormitorios,,,,,,150000
3498,Casa,,Salsipuedes,,Neuquén,Abierto,Si,,Terminada,,1 Planta,2 Dormitorios,1 Baño,1,Cubierta,300,73,65000
3499,Casa,Sur,Córdoba,Inaudi,Ramon Barrera 5000,,,,Terminada,,1 Planta,3 Dormitorios,2 Baños,1,,200,120,
3500,Casa,,Córdoba,Poeta Lugones,cortazar 4522,Abierto,Si,,Terminada,1985 años,1 Planta,4 Dormitorios,3 Baños,1,Cubierta,280,180,145000
3501,Casa,,Córdoba,Cerro de las Rosas,Nicanor Carranza 4078,,,,Terminada,,3 Plantas,3 Dormitorios,3 Baños,1,Cubierta,,,135000
3502,Casa,Sur,Córdoba,Pque. Capital,Champaquí,,Si,,,,1 Planta,2 Dormitorios,1 Baño,1,Semidescubierta,300,135,85000
3503,Casa,,Córdoba,Res. America,Talcahuano,Abierto,Si,,Terminada,,1 Planta,2 Dormitorios,1 Baño,,,250,223,68000
3504,Casa,Norte,Córdoba,Cerro de las Rosas,Nicolás Berrotarán 2006,Abierto,Si,,,,,3 Dormitorios,,,,,,360000
3505,Casa,,Córdoba,Patricios,Liborio Muslera 3547,,Si,,Terminada,40 años,1 Planta,3 Dormitorios,2 Baños,1,Cubierta,,,
3506,Casa,,Córdoba,Valle Escondido,,,,,Terminada,,2 Plantas,3 Dormitorios,2 Baños,1,,360,175,
3507,Casa,Norte,Córdoba,Cerro de las Rosas,Gregorio Velez 3766,,,,Terminada,,1 Planta,4 Dormitorios,4 Baños,4,Cubierta,1120,467,420000
3508,Casa,,Salsipuedes,,9 de julio,Abierto,Si,,,,1 Planta,2 Dormitorios,1 Baño,,,300,70,
3509,Casa,,Córdoba,Villa Rivera Indarte,Corral de Bustos,,,,,15 años,2 Plantas,3 Dormitorios,2 Baños,,,600,240,
3510,Casa,Norte,Córdoba,Lomas de la Carolina,Ejercito Argentino,Country,Si,,Terminada,12 años,2 Plantas,4 Dormitorios,4 Baños,2,Cubierta,1680,460,525000
3511,Casa,Norte,Córdoba,Cerro de las Rosas,Nicanor Carranza 4265,,Si,,Terminada,10 años,2 Plantas,4 Dormitorios,4 Baños,2,Cubierta,765,416,350000
3512,Casa,,Córdoba,Arguello,francisco aston 6200,Abierto,Si,,,,2 Plantas,4 Dormitorios,4 Baños,3,,700,400,280000
3513,Casa,Norte,Córdoba,Chacra del Norte,"Colectora Spilimbergo, Chacras del Norte",Con Seguridad,Si,,,,2 Plantas,3 Dormitorios,3 Baños,2,Semidescubierta,180,162,185000
3514,Casa,,La Calera,El Bosque,,Cerrado,,,,,1 Planta,3 Dormitorios,2 Baños,2,Cubierta,1500,,
3515,Casa,Sur,Córdoba,Horizonte,,Abierto,,,,,,Monoambiente,,,,,,
3516,Casa,Norte,Córdoba,Lomas de la Carolina,molino de torres 100,Country,Si,,Terminada,,2 Plantas,3 Dormitorios,4 Baños,2,Cubierta,1612,330,
3517,Casa,,Córdoba,Los Platanos,Carlos López Buchardo 3160,Abierto,,,,23 años,1 Planta,2 Dormitorios,1 Baño,1,,250,197,
3518,Casa,,La Calera,,,,,,,,,3 Dormitorios,,,,,,47000
3519,Casa,,Córdoba,,Bv. Los,,,,,15 años,,1 Dormitorio,1 Baño,,,120,80,35000
3520,Casa,,Córdoba,,,Abierto,Si,,Terminada,65 años,1 Planta,3 Dormitorios,2 Baños,1,Cubierta,245,140,
3521,Duplex,,La Calera,,,,,,,,,3 Dormitorios,,,,,,65000
3522,Casa,Norte,Córdoba,Altos de Villa Cabrera,,,Si,,,30 años,1 Planta,4 Dormitorios,3 Baños,2,Cubierta,337,179,188000
3523,Duplex,Oeste,Córdoba,Alto Alberdi,SANTA ANA  4000,Cerrado,Si,,Terminada,5 años,2 Plantas,2 Dormitorios,1 Baño,1,Cubierta,110,85,75000
3524,Casa,,Saldan,,Felix Frias,Cerrado,,,Terminada,,2 Plantas,4 Dormitorios,3 Baños,2,Cubierta,,,250000
3525,Casa,,Malagueño,,,Cerrado,,,Terminada,4 años,2 Plantas,3 Dormitorios,3 Baños,3,Cubierta,,,240000
3526,Casa,,Villa Carlos Paz,,,Abierto,Si,,,,,1 Dormitorio,,1,Semidescubierta,980,90,
3527,Casa,,Córdoba,San Vicente,San jeronimo 3300,,Si,,Terminada,poco tiempo de su reforma,2 Plantas,3 Dormitorios,,1,Cubierta,300,210,
3528,Casa,Norte,Córdoba,Valle Escondido,Barrio El Balcon,Con Seguridad,Si,,Terminada,15 años ,2 Plantas,Más de 4 Dormitorios,3 Baños,2,,612,213,370000
3529,Casa,Norte,Córdoba,Villa Belgrano,Borelli  6390,,Si,,,25 años,2 Plantas,4 Dormitorios,4 Baños,2,Cubierta,2400,670,
3530,Casa,Sur,Córdoba,Pque. San Vicente,Atuel 3600,Abierto,Si,,Terminada,35 años,,3 Dormitorios,2 Baños,2,Cubierta,320,200,140000
3531,Casa,,Cabalango,,El Vergel 1,,,,,,,3 Dormitorios,,,,,,200000
3532,Casa,,Córdoba,,TIERRA ALTA - BARRANCAS DEL PUENTE - CENTRO,Country,No,,,,3 Plantas,3 Dormitorios,4 Baños,2,Cubierta,1200,310,320000
3533,Casa,,Córdoba,,Isabel La Catolica 289,Abierto,Si,,Terminada,40 años,2 Plantas,2 Dormitorios,2 Baños,1,Cubierta,179,112,80000
3534,Casa,,Calera Central,,o´higgins 1155,Abierto,,,,,1 Planta,Monoambiente,1 Baño,1,Semidescubierta,250,50,58000
3535,Cabaña,,Molinari,,RUTA 38 40,Cerrado,Si,,Terminada,10 años,2 Plantas,3 Dormitorios,1 Baño,,,,,
3536,Casa,Norte,Córdoba,Villa Rivera Indarte,arroyo cabral 8977,Abierto,Si,,Terminada,12 años,2 Plantas,3 Dormitorios,3 Baños,1,Semidescubierta,170,664,125000
3537,Casa,,Córdoba,Alto Alberdi,Aguirre Camara 409,,,,,48 años,1 Planta,3 Dormitorios,1 Baño,1,,142,100,
3538,Duplex,Norte,Córdoba,Valle Escondido,,Abierto,,,,,2 Plantas,3 Dormitorios,3 Baños,1,Cubierta,230,170,
3539,Casa,,Malagueño,Las Cañitas Barrio Privado,,Cerrado,Si,,,,2 Plantas,3 Dormitorios,2 Baños,2,Cubierta,532,195,210000
3540,Casa,,Córdoba,Valle Escondido,,Country,Si,,,,2 Plantas,3 Dormitorios,2 Baños,1,,666,233,250000
3541,Casa,,Villa Carlos Paz,,,Abierto,,,,,,Más de 4 Dormitorios,,,,,,1000000
3542,Casa,Sur,Córdoba,Villa Belgrano,,Abierto,Si,,,,1 Planta,3 Dormitorios,3 Baños,,,,,
3543,Casa,,Córdoba,San Vicente,Lopez y Planes 2472,Abierto,,,Terminada,,1 Planta,2 Dormitorios,2 Baños,1,,250,145,110000
3544,Casa,,Salsipuedes,,,Abierto,Si,,,,2 Plantas,2 Dormitorios,2 Baños,1,Semidescubierta,300,90,105000
3545,Duplex,,La Calera,La Cuesta,,Country,Si,,Terminada,,2 Plantas,3 Dormitorios,3 Baños,3,Cubierta,,,240000
3546,Casa,,Calera Central,,,Cerrado,Si,,Terminada,,3 Plantas,4 Dormitorios,3 Baños,,Cubierta,500,350,310000
3547,Casa,,Villa Allende,La Paloma,,,,,,,,3 Dormitorios,,,,,,290000
3548,Casa,,Córdoba,Santa Isabel,Aconquija 3200,,,,,,2 Plantas,3 Dormitorios,3 Baños,1,,440,210,350000
3549,Casa,Norte,Córdoba,Marq. de Sobremonte,luciano de figueroa  240,Abierto,Si,,Terminada,20 años,1 Planta,3 Dormitorios,1 Baño,1,Cubierta,600,180,160000
3550,Casa,Norte,Córdoba,Urca,,Abierto,,,,,2 Plantas,Más de 4 Dormitorios,3 Baños,3,Cubierta,360,300,
3551,Casa,Sur,Córdoba,,Av. Velez Sarsfield  5600,Con Seguridad,,,,,2 Plantas,3 Dormitorios,2 Baños,1,Semidescubierta,250,120,150000
3552,Casa,Sur,Córdoba,General Paz,david luque 119,Abierto,Si,,Terminada,28 años,,3 Dormitorios,2 Baños,1,Cubierta,,,150000
3553,Casa,,La Calera,,,,,,,,,1 Dormitorio,,,,,,
3554,Chalet,,Villa Carlos Paz,,9 de julio 500,Abierto,,,Terminada,50 años,1 Planta,2 Dormitorios,3 Baños,1,Cubierta,500,250,150000
3555,Casa,,Villa Carlos Paz,,Hipolito Yrigoyen 300,Abierto,Si,,Terminada,20 años,1 Planta,3 Dormitorios,1 Baño,1,Cubierta,460,170,230000
3556,Casa,,Córdoba,Rogelio Martinez,Felix Olmedo  2538,Abierto,Si,,Terminada,44 años,1 Planta,3 Dormitorios,2 Baños,3,Semidescubierta,413,248,290000
3557,Casa,Norte,Córdoba,Pque. Chacabuco,,Abierto,,,Terminada,28 años,2 Plantas,3 Dormitorios,2 Baños,3,Cubierta,341,196,
3558,Casa,,Villa Carlos Paz,,Privada 111,Country,,,,,2 Plantas,3 Dormitorios,3 Baños,2,Semidescubierta,1145,284,350000
3559,Casa,,Córdoba,Crisol Sud,,Abierto,Si,,Terminada,,1 Planta,2 Dormitorios,1 Baño,2,Cubierta,323,146,125000
3560,Casa,,Villa Santa Cruz del Lago,,Las orquidias 111,Abierto,,,Terminada,5 años,2 Plantas,Más de 4 Dormitorios,Más de 4 Baños,5,Semidescubierta,873,462,260000
3561,Casa,Sur,Córdoba,General Paz,lima  773,Abierto,No,,En Construcción,,,1 Dormitorio,,,,,,
3562,Casa,,Villa Carlos Paz,,,,,,,,,2 Dormitorios,2 Baños,2,,1600,100,135000
3563,Duplex,Norte,Córdoba,La Catalina,,Cerrado,,,,,,3 Dormitorios,,,,,,
3564,Casa,,Córdoba,Valle Escondido,,Cerrado,,,,,2 Plantas,3 Dormitorios,,1,,400,130,195000
3565,Casa,,Alta Gracia,,,,,,,6 años,2 Plantas,3 Dormitorios,3 Baños,3,Cubierta,1550,240,145000
3566,Casa,,Córdoba,Villa Warcalde,,Abierto,Si,,,,1 Planta,1 Dormitorio,,,,462,,92000
3567,Casa,,Villa General Belgrano,,Brasita De Fuego,,Si,,,,,3 Dormitorios,2 Baños,1,,700,96,
3568,Casa,,Villa Carlos Paz,,Lugones 300,Abierto,,,,30 años,1 Planta,3 Dormitorios,1 Baño,1,Semidescubierta,288,149,130000
3569,Casa,,Córdoba,San Lorenzo,,Abierto,,,,,,2 Dormitorios,,,,,,33000
3570,Casa,,Córdoba,Altamira,,Abierto,,,,,,1 Dormitorio,,,,,,42000
3571,Duplex,Sur,Córdoba,Claros del Bosque,"Manzana 14, Lote 40",Cerrado,No,,,,3 Plantas,3 Dormitorios,3 Baños,,Cubierta,180,133,189000
3572,Casa,,Villa Carlos Paz,,Fleming 111,Abierto,Si,,,,3 Plantas,3 Dormitorios,3 Baños,2,Semidescubierta,456,190,285000
3573,Casa,,Villa Carlos Paz,,Gob. Garzon 111,Abierto,,,,15 años,2 Plantas,3 Dormitorios,2 Baños,2,Cubierta,450,177,240000
3574,Chalet,,San Antonio de Arredondo,,,Abierto,,,Terminada,,1 Planta,2 Dormitorios,1 Baño,1,Cubierta,450,123,135000
3575,Casa,,Villa Carlos Paz,,Homero 50,Abierto,,,Terminada,15 años,1 Planta,3 Dormitorios,2 Baños,2,Cubierta,446,216,290000
3576,Casa,,La Calera,,Cerrada 111,Country,Si,,Terminada,5 años,3 Plantas,4 Dormitorios,4 Baños,2,Cubierta,1980,450,1000000
3577,Casa,,Córdoba,,Octavio Pinto 2800,,Si,,Terminada,53 años,2 Plantas,3 Dormitorios,1 Baño,2,,347,529,250000
3578,Casa,,Córdoba,San Vicente,,,,,,,,2 Dormitorios,3 Baños,,,170,170,45000
3579,Casa,,Villa Carlos Paz,,Gob. Ferreira 111,Abierto,Si,,Terminada,30 años,2 Plantas,4 Dormitorios,4 Baños,2,Cubierta,1000,350,395000
3580,Casa,,Córdoba,Centro,SANTA FE 330,,,,,,1 Planta,2 Dormitorios,1 Baño,,,,60,60000
3581,Casa,,La Granja,,,,,,,,,2 Dormitorios,2 Baños,2,,2250,140,180000
3582,Casa,,La Calera,,,,,,,,,3 Dormitorios,,,,,,
3583,Casa,,La Calera,,,Country,Si,,,5 años,,3 Dormitorios,,,,425,270,270000
3584,Casa,,Córdoba,Marq. de Sobremonte,,Abierto,,,Terminada,,1 Planta,4 Dormitorios,2 Baños,,Cubierta,,,105000
3585,Duplex,,Córdoba,Chacra del Norte,,Con Seguridad,,,,,2 Plantas,3 Dormitorios,3 Baños,2,Semidescubierta,180,180,225000
3586,Casa,,Córdoba,Pque. Chacabuco,,,Si,,Terminada,1956 años,1 Planta,3 Dormitorios,1 Baño,2,Cubierta,,,120000
3587,Casa,Norte,Córdoba,Villa Belgrano,,Con Seguridad,No,,,,2 Plantas,3 Dormitorios,,,,,,145000
3588,Casa,,Córdoba,Alto Alberdi,caseros  2989,Abierto,,,,40 años,1 Planta,2 Dormitorios,1 Baño,,,98,84,70000
3589,Casa,Norte,Córdoba,Quintas de Arguello,Sergio Camargo 7774,Abierto,,,,,,3 Dormitorios,,,,,,148500
3590,Casa,,La Calera,,,Abierto,Si,,,,1 Planta,2 Dormitorios,1 Baño,,,250,70,72000
3591,Casa,,Córdoba,Jardín de los Boulevares,Doering 2,,,,,10 años,2 Plantas,4 Dormitorios,3 Baños,1,,378,265,
3592,Casa,,La Calera,,,,,,,,,2 Dormitorios,,,,,,185000
3593,Casa,,La Calera,,,Abierto,Si,,,,,2 Dormitorios,,,,,,
3594,Casa,,La Calera,,,,Si,,,,,2 Dormitorios,,,,,,75000
3595,Casa,,La Calera,,,Abierto,No,,,,,Más de 4 Dormitorios,,,,,,165000
3596,Casa,,La Calera,,,,,,,,,2 Dormitorios,,,,,,75000
3597,Casa,,Falda del Carmen,,,Cerrado,Si,,,,1 Planta,3 Dormitorios,3 Baños,1,Cubierta,530,221,275000
3598,Duplex,Norte,Córdoba,Villa Belgrano,blas pascal 5358,Cerrado,,,,,2 Plantas,3 Dormitorios,2 Baños,2,Cubierta,,,
3599,Casa,,Villa Carlos Paz,,Pasaje Schiller 50,Abierto,Si,,Terminada,10 años,2 Plantas,4 Dormitorios,3 Baños,2,Semidescubierta,3000,330,325000
3600,Casa,,Córdoba,General Paz,PASAJE PICHINCHA  116,Abierto,,,Terminada,40 años,2 Plantas,4 Dormitorios,2 Baños,2,Cubierta,140,170,168000
3601,Duplex,Sur,Córdoba,Greenville 2,camino san carlos,Cerrado,,,,,,3 Dormitorios,,,,,,
3602,Casa,,Córdoba,Altos de Villa Cabrera,,,Si,,,32 años,2 Plantas,3 Dormitorios,3 Baños,,,250,,190000
3603,Duplex,Norte,Córdoba,Villa Belgrano,gay lussac 5758,Cerrado,Si,,Terminada,10 años,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,200,171,
3604,Casa,,Malagueño,Las Cañitas Barrio Privado,,Cerrado,Si,,,,,3 Dormitorios,,,,280,280,295000
3605,Duplex,,Villa Allende,La Catalina,bodereau 3888,Cerrado,,,Terminada,1 Año,2 Plantas,3 Dormitorios,2 Baños,2,Semidescubierta,200,100,
3606,Casa,,Córdoba,Alto Alberdi,9 de julio 3030,Abierto,,,,26 años,2 Plantas,3 Dormitorios,2 Baños,1,,300,186,150000
3607,Casa,,San Antonio de Arredondo,,,Country,No,,,,2 Plantas,3 Dormitorios,2 Baños,2,Cubierta,1100,300,350000
3608,Casa,,Córdoba,Arguello,Ricardo Rojas 7497,,,,,,1 Planta,2 Dormitorios,,,,790,,
3609,Casa,Sur,Córdoba,Manantiales,,Country,Si,,,,,4 Dormitorios,,,,,,550000
3610,Casa,,Córdoba,Alberdi,PEDRO ZANNI 935,,,,,,1 Planta,2 Dormitorios,1 Baño,,,175,114,
3611,Casa,,La Calera,Cinco Lomas,,Country,Si,,,14 años,1 Planta,3 Dormitorios,3 Baños,2,,1060,215,280000
